,MOFname,volume [A^3],weight [u],surface_area [m^2/g],void_fraction,void_volume [cm^3/g],functional_groups,metal_linker,organic_linker1,organic_linker2,topology,CO2/N2_selectivity,heat_adsorption_CO2_P0.15bar_T298K [kcal/mol],CO2_working_capacity [mL/g]
609,mof_unit_pretest_610,1605.461325,822.5611200000002,2339.83,0.29959,0.3521,OPr-Br,2,13,14,pcu,14.72665331,5.381412,82.83354
610,mof_unit_pretest_611,1145.147794,798.46614,0.0,0.0821399999999999,0.0709,NHMe-OEt,3,4,22,pcu,33.08273533,7.129581,128.91183
611,mof_unit_pretest_612,1246.9718369999996,1377.22253,491.37,0.13015,0.071,Et-I,2,14,19,pcu,33.32411965,6.455495,94.174835
612,mof_unit_pretest_613,3086.038822,2377.5108800000007,0.0,0.056170000000000005,0.0439,H-HCO,9,18,29,sra,47.72107143,9.269446,230.77399
613,mof_unit_pretest_614,2508.170001,2076.716797,286.77,0.13874,0.1009,F-SO3H,9,16,16,sra,62.56170654,6.883872,159.63351
614,mof_unit_pretest_615,2236.630081,1202.09384,2034.8,0.29579,0.3314,Cl-NHMe,2,17,22,pcu,15.52989332,5.481532,86.91737
615,mof_unit_pretest_616,1607.952857,791.7509200000002,2154.08,0.3090199999999999,0.3779,Et,2,13,15,pcu,17.47397166,5.63389,97.05356
616,mof_unit_pretest_617,3631.767068,1340.38096,3108.65,0.38369000000000003,0.6261,Et-OMe,2,18,27,pcu,16.69855423,5.7386040000000005,72.337234
617,mof_unit_pretest_618,1955.9907039999998,1520.656675,0.0,0.08484,0.0657,Me-F,9,13,2,sra,81.49099253,9.066821000000001,180.38727
618,mof_unit_pretest_619,1049.134677,569.0608,2393.15,0.29196,0.3242,HCO,3,10,25,pcu,13.78583101,5.440657,81.47772
619,mof_unit_pretest_620,1987.603941,2311.9300399999997,0.0,0.08447,0.0437,Br-Cl,4,1,22,acs,69.30536615,7.7634940000000014,131.96492
620,mof_unit_pretest_621,2948.179249,1263.0256789999999,3328.51,0.34115,0.4795,F-NHMe,2,11,29,pcu,15.28979621,5.448308,74.45962
621,mof_unit_pretest_622,4466.609639,1394.134446,4111.38,0.44577,0.8601,OPr-F,3,3,13,pcu,6.706266172,4.951499,57.102448
622,mof_unit_pretest_623,1500.454643,979.97692,588.52,0.10374000000000001,0.0957,NHMe-OPr,2,14,20,pcu,21.52478434,5.833144,132.88797
623,mof_unit_pretest_624,5173.656274,3179.986918,1205.87,0.19095,0.1871,F-OMe,12,4,11,bcu,26.91296767,6.347084,115.63646
624,mof_unit_pretest_625,3305.832961,1889.11208,848.22,0.19466,0.2051,HCO-NHMe,9,17,25,sra,29.39355756,7.650923,176.37396
625,mof_unit_pretest_626,1955.4340129999998,1535.93404,260.47,0.10887000000000001,0.0835,H-NO2,4,4,22,acs,77.34875277,8.210472,186.76724
626,mof_unit_pretest_627,4085.0495100000003,4190.459533,0.0,0.05732,0.0336,SO3H-F,4,11,14,acs,99.69745969,9.811625,204.35489
627,mof_unit_pretest_628,2230.634438,1256.13212,1587.99,0.25142,0.2689,SO3H,2,9,17,pcu,34.64757268,6.408318,135.41805
628,mof_unit_pretest_629,2051.3971309999997,995.66984,2740.93,0.34883000000000003,0.4328,COOH-H,2,16,20,pcu,16.99888311,5.620591,81.16966
629,mof_unit_pretest_630,1162.689537,619.2056,2011.74,0.2787,0.3152,Me,3,12,15,pcu,14.12647858,5.322498,79.71405
630,mof_unit_pretest_631,1684.261011,1381.1472,516.63,0.1256,0.0922,Cl-NO2,9,11,2,sra,42.95462375,6.783503,135.46313
631,mof_unit_pretest_632,2269.464157,972.4038,2895.34,0.37106,0.5215,Cl-OMe,3,2,9,pcu,12.13952734,5.1361419999999995,64.45123
632,mof_unit_pretest_633,2812.856436,1840.8970399999998,761.75,0.13521,0.1244,NO2-Ph,9,2,13,sra,50.41250335,7.346977000000001,175.56317
633,mof_unit_pretest_634,8289.864795,2432.448373,4037.83,0.46586000000000005,0.9561,OPr-F,2,34,35,pts,11.05440687,5.547907,69.23891
634,mof_unit_pretest_635,2962.295246,2298.045956,705.38,0.15594,0.121,OMe-SO3H,10,43,56,etb,20.36970729,6.6769690000000015,158.76083
635,mof_unit_pretest_636,3765.462031,2800.35072,0.0,0.10579000000000001,0.0857,OH-Ph,3,38,38,fof,33.3263354,6.4853,164.22986
636,mof_unit_pretest_637,2263.6997460000002,951.8341199999999,2990.44,0.37293000000000004,0.5341,HCO,2,2,9,pcu,15.47847997,5.101895,63.407608
637,mof_unit_pretest_638,1341.055515,833.1244,1500.89,0.22391,0.2171,NO2-HCO,3,11,13,pcu,29.83107173,6.042294999999998,121.352776
638,mof_unit_pretest_639,3432.285049,1420.6324,3092.84,0.39831,0.5795,H-NHMe,3,36,36,pts,15.67028342,5.34028,67.22471
639,mof_unit_pretest_640,1401.571191,799.34168,1545.21,0.23822,0.2515,Cl-OEt,2,12,21,pcu,11.99108476,5.550996,114.51523
640,mof_unit_pretest_641,4042.8172700000014,1764.983459,2218.08,0.39065,0.5389,F-OMe,9,3,17,sra,10.37343021,5.057329,67.50777
641,mof_unit_pretest_642,2446.281359,1271.634438,2556.51,0.30984,0.3589,Me-F,3,22,28,pcu,17.15970177,5.085586,66.28646
642,mof_unit_pretest_643,1122.651082,885.79834,1261.92,0.23818000000000003,0.1818,I-Cl,3,1,4,pcu,16.97930087,5.768431,95.05203
643,mof_unit_pretest_644,2437.443171,1288.57312,1615.02,0.21244000000000002,0.242,OMe,9,18,19,sra,64.32997938,7.275722,150.44466
644,mof_unit_pretest_645,1922.647351,1762.00433,518.74,0.1302299999999999,0.0856,I-Me,9,13,24,sra,41.47750736,7.068922,129.30388
645,mof_unit_pretest_646,1158.493719,593.53208,2118.42,0.28484,0.3348,Me-H,2,11,14,pcu,16.41606232,5.384355,84.88202
646,mof_unit_pretest_647,1667.8242970000001,1249.41222,0.0,0.13455,0.1082,Cl-HCO,9,11,2,sra,47.38482249,7.492632,141.12073
647,mof_unit_pretest_648,1444.953132,1045.1961,835.27,0.16526,0.1376,I-Ph,3,12,18,pcu,27.02049112,6.20531,131.31201
648,mof_unit_pretest_649,2863.402376,1105.9624,4284.47,0.39541,0.6165,Me-CN,2,1,29,pcu,12.01224871,4.833208,53.87043
649,mof_unit_pretest_650,1828.2776629999998,1003.42564,2039.73,0.2446,0.2684,CN,3,10,29,pcu,30.55970787,6.607136,141.29004
650,mof_unit_pretest_651,1864.0781670000001,783.36516,2942.43,0.38223,0.5477,Et-OH,3,13,16,pcu,12.26889327,4.739954,52.130077
651,mof_unit_pretest_652,1943.365754,1604.794832,0.0,0.0,0.0,OPr-F,9,11,16,sra,37.45816716,9.88596,183.83797
652,mof_unit_pretest_653,1641.582986,1013.7714900000001,0.0,0.16729000000000002,0.1631,OEt-I,2,4,23,pcu,23.77991315,6.241965,126.901535
653,mof_unit_pretest_654,2255.387183,1402.6807199999996,1619.5,0.25636,0.2482,SO3H,4,4,19,acs,29.89659128,6.024518,98.45931
654,mof_unit_pretest_655,2398.7820070000002,1005.83844,2829.77,0.37356,0.5365,HCO-H,2,16,26,pcu,15.13872817,4.923702,61.3345
655,mof_unit_pretest_656,2283.6528510000007,1275.9207199999996,1281.14,0.19249000000000002,0.2075,HCO-OEt,3,2,22,pcu,15.01305665,5.909529,121.38681
656,mof_unit_pretest_657,1728.3261690000004,1001.615636,1562.38,0.21619000000000002,0.2246,F-Et,3,16,22,pcu,24.04005533,6.18489,132.40506
657,mof_unit_pretest_658,3277.893375,1778.70024,1928.82,0.25956,0.2881,H-NO2,9,16,26,sra,38.58564805,6.343509,98.45857
658,mof_unit_pretest_659,2352.641249,1043.93784,2853.66,0.3411599999999999,0.46299999999999997,NHMe-H,2,24,28,pcu,11.37889718,4.994071,66.094284
659,mof_unit_pretest_660,1664.235106,1474.7521,667.43,0.13752,0.0935,Br-OH,9,11,2,sra,70.01845018,7.415757000000001,133.84976
660,mof_unit_pretest_661,2493.412742,1065.5697,2691.0,0.3904,0.5501,COOH-OEt,3,16,18,pcu,16.20447229,5.199217,67.55446
661,mof_unit_pretest_662,1558.439638,1003.99924,1595.12,0.2937599999999999,0.2746,Cl-H,2,1,17,pcu,14.55877007,5.109966,71.92474
662,mof_unit_pretest_663,2364.773485,947.9715199999999,3035.19,0.33485,0.503,OPr,2,13,23,pcu,12.74351235,5.282796,68.46146
663,mof_unit_pretest_664,3911.627771,2967.34392,1186.57,0.28491,0.2262,Br,2,41,41,fof,32.58414547,7.014797,143.77916
664,mof_unit_pretest_665,1967.604177,1093.930889,1551.98,0.25266,0.2737,F-Et,2,13,16,pcu,18.44622894,5.59729,104.62106
665,mof_unit_pretest_666,2340.746893,2136.536392,383.76,0.09375,0.0619,F-NO2,9,17,22,sra,64.49999197,7.164931,143.36728
666,mof_unit_pretest_667,893.843259,661.2042799999998,0.0,0.09067,0.0738,HCO-NHMe,3,1,10,pcu,32.76805702,7.903562,127.00451
667,mof_unit_pretest_668,2885.470201,1184.114,3013.97,0.3811,0.5593,Pr,2,14,29,pcu,13.28725302,5.102499,64.11545
668,mof_unit_pretest_669,4414.965023,1690.7025199999996,3164.12,0.35215,0.5538,CN-OPr,2,18,28,pcu,9.485784337,5.280131,69.456696
669,mof_unit_pretest_670,2377.378084,1091.56238,2616.11,0.34753,0.4558,H-COOH,3,18,22,pcu,10.22876624,5.1422870000000005,69.70558
670,mof_unit_pretest_671,1741.7850260000002,1076.552699,1691.77,0.23359000000000002,0.2276,F-Cl,2,10,29,pcu,37.55141211,7.258909,176.06444
671,mof_unit_pretest_672,1125.896836,741.19468,1135.15,0.18403,0.1683,OH-OMe,3,12,14,pcu,23.30733745,6.248277,141.00932
672,mof_unit_pretest_673,2862.237977,1424.169859,2160.4,0.27102,0.32799999999999996,F-OEt,2,4,29,pcu,17.40665315,6.204267,113.22945
673,mof_unit_pretest_674,6298.967565999998,2490.5414,3532.8,0.39591,0.603,OH-NH2,4,7,27,acs,13.95422861,5.535952,84.05601
674,mof_unit_pretest_675,1736.382268,998.02712,836.72,0.13957,0.1462,OPr-OH,2,22,26,pcu,22.87466189,6.323526,155.41037
675,mof_unit_pretest_676,4379.910978,2553.159108,1750.98,0.29662,0.3064,NO2-F,4,17,25,acs,26.32574273,5.800035,95.59209
676,mof_unit_pretest_677,1864.5542710000002,1221.5302800000004,0.0,0.14044,0.1291,NO2,9,4,16,sra,99.1904738,7.551699,152.57095
677,mof_unit_pretest_678,1117.47178,751.72858,742.26,0.1164299999999999,0.1042,HCO-Me,2,14,22,pcu,28.20019402,7.5827149999999985,210.45973
678,mof_unit_pretest_679,4323.193537,2264.73756,1617.28,0.26685,0.3068,COOH-Pr,1,9,22,pcu,16.67438561,5.548764,88.4765
679,mof_unit_pretest_680,3968.711837,1614.28608,2545.15,0.3648099999999999,0.5401,NO2-OPr,3,17,27,pcu,12.12110092,5.750772,76.74256
680,mof_unit_pretest_681,1577.987257,723.2752,3259.86,0.35303,0.4638,NH2,3,1,17,pcu,13.15887336,5.148807,64.32437
681,mof_unit_pretest_682,1230.5016380000004,751.19104,1825.18,0.26589,0.2623,OH-OMe,3,14,19,pcu,13.05338386,5.714103,93.1005
682,mof_unit_pretest_683,1143.5494720000004,809.7216,0.0,0.13602,0.1157,Me-HCO,2,1,14,pcu,63.36091081,7.929295,143.90247
683,mof_unit_pretest_684,2471.728529,2497.59707,655.76,0.16743,0.0998,SO3H-I,2,14,28,pcu,36.72251246,6.950653999999999,121.654305
684,mof_unit_pretest_685,1092.304608,713.46376,1055.78,0.18379,0.1695,COOH,2,10,26,pcu,25.74187366,6.63744,167.65816
685,mof_unit_pretest_686,1374.728372,869.7289599999998,820.79,0.12788,0.1217,OEt-HCO,2,11,13,pcu,43.06778803,5.815734,141.45877
686,mof_unit_pretest_687,4273.833857,3461.7382399999997,0.0,0.0957799999999999,0.0712,OPr-Br,4,19,22,acs,45.49936088,7.382558,201.64043
687,mof_unit_pretest_688,1859.180118,1110.15364,0.0,0.07676000000000001,0.0774,OPr-OEt,2,21,24,pcu,37.7223684,6.090927,128.91043
688,mof_unit_pretest_689,2010.04722,1065.1229230000001,2374.02,0.38368,0.436,F-I,3,14,27,pcu,12.55717508,5.3258529999999995,70.07443
689,mof_unit_pretest_690,2807.291933,1300.49616,3257.72,0.33414,0.4344,OMe-OH,9,16,20,sra,37.52522727,6.2928370000000005,86.761665
690,mof_unit_pretest_691,1118.063015,749.2629599999998,0.0,0.20254,0.182,SO3H,3,1,14,pcu,44.78882057,7.245421,129.12245
691,mof_unit_pretest_692,2594.659392,1723.42652,1554.47,0.26924000000000003,0.2441,I,12,1,9,bcu,17.69613723,5.453101,65.04028
692,mof_unit_pretest_693,2858.535199,1170.072926,2929.79,0.37191,0.5472,OEt-F,2,17,21,pcu,12.63095855,5.4220559999999995,72.653564
693,mof_unit_pretest_694,1143.5151779999999,1024.36274,0.0,0.10948,0.0736,Br-OH,2,4,9,pcu,33.25176913,7.409217,105.80467
694,mof_unit_pretest_695,1100.848056,723.2239999999999,1000.04,0.15858,0.1454,HCO-OEt,3,4,12,pcu,35.75549331,7.313623,194.64125
695,mof_unit_pretest_696,1571.1546640000001,837.3679400000002,2072.55,0.27405,0.3097,OH-OPr,3,4,17,pcu,17.49089723,5.4006940000000005,86.64151
696,mof_unit_pretest_697,2153.819992,2047.7557760000002,0.0,0.07064,0.0447,H-SO3H,10,44,48,etb,67.71471175,6.247024,104.03473
697,mof_unit_pretest_698,1490.438981,1017.9403199999999,0.0,0.0679,0.0599,NHMe-OH,2,9,21,pcu,35.88646615,6.984379,139.77528
698,mof_unit_pretest_699,5222.666123,2731.446586,2217.0,0.30934,0.3562,F-CN,12,1,4,bcu,17.35307224,5.100643,69.551956
699,mof_unit_pretest_700,1674.216359,1186.35904,0.0,0.14135,0.1201,OH-NH2,9,11,2,sra,60.43250048,6.8417949999999985,132.40428
700,mof_unit_pretest_701,1235.1292640000001,899.75956,0.0,0.0712899999999999,0.0589,COOH-H,2,9,19,pcu,37.23021041,7.6987960000000015,142.29073
701,mof_unit_pretest_702,1233.259199,764.4117,1047.26,0.1754,0.1704,NHMe-Me,3,4,19,pcu,18.08478651,5.816293,133.19788
702,mof_unit_pretest_703,3042.3772129999998,1220.54376,3555.35,0.39881,0.5987,,9,6,16,sra,28.86345065,5.70239,66.08374
703,mof_unit_pretest_704,1572.0546140000001,1218.8773199999996,1479.64,0.27336,0.2123,H-I,3,4,17,pcu,19.17806858,5.690835,88.35925
704,mof_unit_pretest_705,2600.577784,2122.30738,0.0,0.0742,0.0548,SO3H-I,12,9,24,bcu,92.06674670000001,8.337587,184.06714
705,mof_unit_pretest_706,1637.227081,1432.1449599999999,561.24,0.11765,0.081,Br-OEt,9,12,22,sra,31.99679246,6.5550619999999995,117.170715
706,mof_unit_pretest_707,3137.191805,1792.4022,0.0,0.18600000000000003,0.1961,Ph-HCO,12,9,13,bcu,32.26906303,6.769842,141.95378
707,mof_unit_pretest_708,1668.628577,1058.50282,1249.7,0.21005,0.1994,NH2-HCO,3,13,22,pcu,26.0011143,6.545838,147.53992
708,mof_unit_pretest_709,945.578288,611.33052,1625.32,0.25745,0.2398,OH,2,1,5,pcu,16.10313784,5.540589,96.33619
709,mof_unit_pretest_710,1724.695184,963.39032,1945.21,0.2686699999999999,0.2897,H-OH,3,16,22,pcu,22.51340729,5.5785800000000005,91.88105
710,mof_unit_pretest_711,1751.131729,1061.6802400000001,1738.97,0.23365,0.2321,COOH-OMe,2,12,26,pcu,11.60753241,5.490328,91.820496
711,mof_unit_pretest_712,2451.988428,1032.86708,3277.5,0.39041,0.5581,NHMe-HCO,2,14,28,pcu,11.12829694,4.760243,56.034355
712,mof_unit_pretest_713,2228.997427,2028.752725,0.0,0.03129,0.0207,F-COOH,9,16,18,sra,57.02813629,7.242274,134.11469
713,mof_unit_pretest_714,3248.867581,1920.6422559999999,1500.59,0.28679,0.2921,NO2,10,49,54,etb,24.36679553,6.550253,113.50319
714,mof_unit_pretest_715,3175.167810000001,1180.11892,3257.81,0.3859,0.6253,HCO-OPr,2,7,15,pcu,10.10314003,5.108949,61.2216
715,mof_unit_pretest_716,4440.107761,1899.3452399999999,2847.47,0.36495,0.5138,NO2-Et,12,13,17,bcu,13.58953601,5.607965,75.19632
716,mof_unit_pretest_717,1892.486969,1489.14154,0.0,0.1069799999999999,0.0819,Br-COOH,9,11,16,sra,132.75907809999998,8.20214,160.18185
717,mof_unit_pretest_718,2794.51469,1616.80964,1280.95,0.1843,0.1918,HCO-Me,9,10,28,sra,49.60484246,7.985014,189.1066
718,mof_unit_pretest_719,1777.429382,927.68376,2391.51,0.3162,0.3648,HCO-OMe,2,1,8,pcu,26.34463402,5.645974,89.173935
719,mof_unit_pretest_720,1598.14365,1405.76912,0.0,0.04358,0.0298,HCO-NHMe,9,12,18,sra,23.3157445,7.245655,111.57585
720,mof_unit_pretest_721,1507.264142,864.3996599999998,1580.36,0.24229,0.2544,CN-H,3,14,18,pcu,20.54224542,6.2201629999999986,138.0825
721,mof_unit_pretest_722,5459.93114,3239.9184,1605.41,0.24233000000000002,0.2459,HCO,12,24,24,bcu,35.60313115,6.490839,110.194595
722,mof_unit_pretest_723,3914.904124,3889.8812,0.0,0.0,0.0,NO2-SO3H,4,1,24,acs,43.36284129999999,7.585495,165.86807
723,mof_unit_pretest_724,1952.9712949999998,935.6594,2364.56,0.34519,0.4339,OH-HCO,2,13,16,pcu,12.51132181,5.312553,76.37273
724,mof_unit_pretest_725,1429.021982,751.23564,2307.56,0.30654000000000003,0.3512,HCO-OMe,3,14,21,pcu,12.08884307,5.5707260000000005,84.22128
725,mof_unit_pretest_726,8702.76131,5921.3604,1003.09,0.19112,0.1692,NO2-Pr,1,15,22,pcu,44.45576324,6.416713,142.29225
726,mof_unit_pretest_727,2320.942861,1582.59592,0.0,0.1195,0.1055,Ph-OH,3,11,11,pcu,32.73065117,6.4739,141.47797
727,mof_unit_pretest_728,2237.807284,1459.27696,0.0,0.16862,0.1557,OEt,2,14,14,pcu,39.94811623,7.1566990000000015,155.39255
728,mof_unit_pretest_729,3197.646827,1092.010773,3716.67,0.4318899999999999,0.7616,F-NHMe,2,3,5,pcu,9.929167603,5.037177,55.595158
729,mof_unit_pretest_730,2184.345006,1401.41592,1476.51,0.32656,0.3065,OEt-I,2,17,24,pcu,17.96432102,5.767014,91.25424
730,mof_unit_pretest_731,3494.451857,1523.42514,2745.79,0.32537,0.4495,Cl-Pr,9,6,18,sra,38.11614443,6.230581,88.06499
731,mof_unit_pretest_732,4320.647127,2068.53768,2381.63,0.33336,0.4193,H-Et,1,14,24,pcu,11.80316432,5.604813,92.86752
732,mof_unit_pretest_733,3929.940076,3093.74112,500.47,0.10783,0.0825,HCO,4,4,11,acs,67.51080792,8.17277,221.04239
733,mof_unit_pretest_734,2232.249021,903.5998,2722.62,0.39294,0.5846,Et,3,17,22,pcu,11.0527217,5.143118,62.482227
734,mof_unit_pretest_735,2011.342297,987.8249199999999,2590.31,0.31309000000000003,0.3839,NH2-OH,2,18,24,pcu,14.90815654,5.790516,90.78019
735,mof_unit_pretest_736,2365.350113,1309.9433800000004,1516.34,0.23456,0.2551,Pr-SO3H,3,16,17,pcu,23.17842178,6.886497,155.69293
736,mof_unit_pretest_737,3961.6606090000014,3129.33184,516.95,0.10958,0.0835,H-OH,4,11,15,acs,65.11644457,7.764939,208.41006
737,mof_unit_pretest_738,2431.939325,1405.97794,1025.95,0.15224000000000001,0.1586,HCO-OPr,3,13,23,pcu,50.54465667,6.242936,140.39119
738,mof_unit_pretest_739,1513.642404,1060.50452,1288.43,0.22296,0.1916,Br-Cl,3,14,18,pcu,27.9051385,6.342596,123.60594
739,mof_unit_pretest_740,1568.8720289999999,816.95168,2389.25,0.34444,0.3983,Cl-OH,3,1,2,pcu,10.28022649,5.084385,65.6429
740,mof_unit_pretest_741,4297.166383,1461.04092,4421.84,0.4784899999999999,0.8475,NO2,12,13,17,bcu,9.839586381,5.17224,53.446396
741,mof_unit_pretest_742,3918.249514,1363.12742,3908.86,0.46305,0.8016,Br-Et,2,16,29,pcu,8.350634842,4.9324379999999985,57.067093
742,mof_unit_pretest_743,10451.78938,4312.4976,2882.31,0.42585,0.6215,NO2,12,17,18,bcu,18.52795293,5.446577,135.83731
743,mof_unit_pretest_744,5289.952292,4617.39896,852.82,0.19322,0.1333,Br-OMe,12,4,11,bcu,24.03003797,5.957546,134.18965
744,mof_unit_pretest_745,3082.02625,1584.19008,1748.34,0.25772,0.3019,HCO,12,9,13,bcu,31.46132818,6.045453,87.03378
745,mof_unit_pretest_746,3091.7766300000008,1420.7754,2652.15,0.30003,0.3932,OMe-Me,9,16,25,sra,36.43809128,6.433146,97.81476
746,mof_unit_pretest_747,3902.8743729999997,3709.7197439999995,123.2,0.07848,0.0497,F-SO3H,4,1,4,acs,81.29269461,8.067143,190.81299
747,mof_unit_pretest_748,4005.4124130000014,2725.8512,1079.25,0.2159,0.191,SO3H-H,9,7,23,sra,32.34749407,6.293625,132.00096
748,mof_unit_pretest_749,3738.287472,1386.2928,2521.78,0.34555,0.5612,OEt-Pr,3,3,4,pcu,15.87229919,5.068614,61.031273
749,mof_unit_pretest_750,1646.0252070000001,885.41404,1892.59,0.2799,0.3134,Me-NO2,3,13,15,pcu,22.46583288,5.659522,100.65037
750,mof_unit_pretest_751,2808.796457,1450.58432,1785.14,0.22368000000000002,0.2608,Et-NHMe,2,24,29,pcu,18.73917319,5.4040050000000015,93.85405
751,mof_unit_pretest_752,1111.413988,667.61216,1454.46,0.1993,0.1998,H,2,14,22,pcu,32.78511757,6.7456809999999985,171.33658
752,mof_unit_pretest_753,2230.5762010000008,1444.69426,1349.85,0.22565,0.2098,HCO-OPr,4,1,19,acs,19.37441696,6.025603,101.28075
753,mof_unit_pretest_754,1345.5585449999999,801.48948,1546.62,0.27118000000000003,0.2742,NO2-Cl,2,4,16,pcu,27.8955769,5.897667,121.73241
754,mof_unit_pretest_755,705.818997,615.85774,476.53,0.10654000000000001,0.0735,Cl-COOH,3,10,11,pcu,65.00564255,7.308122,139.31937
755,mof_unit_pretest_756,6432.578092,3544.1227200000008,1812.56,0.32889,0.3595,COOH-HCO,2,17,17,pcu,18.72833474,5.324024,88.276596
756,mof_unit_pretest_757,2373.84364,1969.3212600000002,718.19,0.15997,0.1161,OPr-I,3,18,24,pcu,24.9408955,5.8225489999999995,114.62192
757,mof_unit_pretest_758,1968.933693,1203.87236,1073.18,0.17339000000000002,0.1708,Ph-H,3,24,27,pcu,33.71950847,6.899797,168.52522
758,mof_unit_pretest_759,1123.072916,819.39418,0.0,0.05824,0.0481,Ph-OMe,3,11,24,pcu,28.28115616,7.233022,126.28107
759,mof_unit_pretest_760,4367.81885,1740.846106,3419.95,0.42212,0.6378,NH2-F,9,18,27,sra,27.49975106,5.884679,73.74538
760,mof_unit_pretest_761,7911.210197,4691.91928,907.04,0.14639000000000002,0.1486,Pr-COOH,4,2,17,acs,39.01257366,6.406697,143.95084
761,mof_unit_pretest_762,1621.380704,1383.9705099999999,839.34,0.18154,0.1281,I-HCO,9,1,4,sra,28.56303304,6.685735,112.65639
762,mof_unit_pretest_763,1143.564624,586.09132,2497.49,0.32315,0.3797,NO2,3,11,14,pcu,12.01130306,5.2340339999999985,69.12838
763,mof_unit_pretest_764,696.6797280000002,533.88792,0.0,0.1609799999999999,0.1265,Cl,3,10,24,pcu,27.7052327,6.280085,80.01519
764,mof_unit_pretest_765,1141.194127,1084.91334,0.0,0.08697,0.0551,NO2-Br,3,4,22,pcu,71.13143528,7.734972999999999,102.79266
765,mof_unit_pretest_766,15522.281638,7474.27856,2131.74,0.41078000000000003,0.5137,Et-NO2,2,15,23,nbo,19.94345005,5.763482,217.26724
766,mof_unit_pretest_767,1889.565186,1090.44194,1237.04,0.1769,0.1846,Me,9,11,16,sra,61.34334469,7.3057,165.77641
767,mof_unit_pretest_768,2450.755208,2171.9590559999997,0.0,0.06912,0.047,SO3H-Me,10,50,56,etb,60.5078379,8.457597999999999,165.26692
768,mof_unit_pretest_769,5195.560824,3122.7418,1776.69,0.31172,0.3123,Cl-I,12,4,24,bcu,15.15120087,5.496974,80.02551
769,mof_unit_pretest_770,670.112177,489.38295999999997,0.0,0.1188,0.098,Me,2,10,24,pcu,13.25088607,6.7611940000000015,100.23465
770,mof_unit_pretest_771,1429.910885,853.6468,1977.33,0.31337,0.3161,SO3H,2,1,21,pcu,20.4178105,5.378108,79.94478
771,mof_unit_pretest_772,1127.6469339999999,631.4924,1726.31,0.23163000000000003,0.2491,OMe,2,1,11,pcu,23.73941202,6.657775,160.10887
772,mof_unit_pretest_773,2396.466698,1163.529213,2661.68,0.3441,0.4268,SO3H-F,3,24,28,pcu,10.04999287,4.9679269999999995,64.19319
773,mof_unit_pretest_774,1122.268942,695.162726,1412.57,0.2294199999999999,0.223,F-COOH,3,1,22,pcu,17.21572417,5.534904,100.4591
774,mof_unit_pretest_775,1165.252815,839.3807400000002,0.0,0.07994,0.0668,OMe-OEt,3,11,14,pcu,24.26733118,7.512758,134.40543
775,mof_unit_pretest_776,1818.673259,1571.93796,0.0,0.13088,0.0912,I,9,2,19,sra,48.47052187,7.519233,126.26635
776,mof_unit_pretest_777,1588.7366,814.78448,1823.35,0.2395,0.2812,OPr-NHMe,2,11,17,pcu,19.24456293,5.729248,118.333725
777,mof_unit_pretest_778,1617.1683679999999,867.5463599999998,1710.86,0.20681,0.2322,Et-Cl,2,12,25,pcu,16.45815147,6.060378,138.79022
778,mof_unit_pretest_779,1537.442966,824.78084,1624.19,0.2526,0.2836,OPr-NHMe,2,4,18,pcu,27.00368375,6.5436819999999996,163.14642
779,mof_unit_pretest_780,2970.232643,1308.8808,2819.39,0.3190699999999999,0.436,OMe-NHMe,3,11,29,pcu,14.70181824,5.4355199999999995,78.27627
780,mof_unit_pretest_781,1684.1963449999996,935.7458,2005.6,0.27636,0.2995,SO3H-OH,2,11,23,pcu,16.06464121,5.552933,94.34044
781,mof_unit_pretest_782,1107.456501,751.5596400000002,1037.18,0.1723,0.1529,NO2,2,14,24,pcu,29.64223828,7.0885440000000015,182.59064
